id_venta,numero_linea,fecha_venta,id_cliente,id_producto,id_tienda,nombre_tienda,ciudad,empresa,nombre_producto,categoria,cantidad,precio_unitario,descuento,genero_cliente,tipo_cliente,talla,metodo_pago,canal,temporada,tipo_prenda,departamento
V002599,1,2024-12-10,C01570,P0001,T033,KOAJ Parque Arboleda,Pereira,KOAJ,Pantalón clásico,Pantalones,3,"149000,00",0.0,Hombre,Local,38,Efectivo,Tienda física,Regreso a clases,Pantalón,Risaralda
V001210,1,2024-09-24,C01170,P0011,T031,KOAJ Campanario,Popayán,KOAJ,Buzo básico,Buzos,4,"129000,00",0.05,Mujer,Local,XXL,Tarjeta crédito,Tienda física,Temporada regular,Buzo,Cauca
V002731,1,2025-04-01,C01465,P0017,T014,KOAJ La Estación,Ibagué,KOAJ,Vestido casual,Vestidos,1,"151.000,00",0.0,Hombre,Local,M,Tarjeta débito,Tienda física,Vacaciones,Vestido,Tolima
V001872,1,2024-06-21,C00695,P0020,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta estampada,Camisetas,3,76000,0.3,Hombre,Local,XXL,Tarjeta débito,Tienda física,Regreso a clases,Camiseta,Quindío
V002840,1,2024-01-02,C02293,P0004,T014,KOAJ La Estación,Ibagué,KOAJ,Jean skinny,Jeans,4,"172000,00",0.0,Hombre,Local,34,Efectivo,Tienda física,Temporada regular,Pantalón,Tolima
V002487,1,2025-11-29,C00674,P0025,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Vestido corto,Vestidos,1,"138.000,00",0.15,Mujer,Local,S,Tarjeta débito,Tienda física,Black Friday,Vestido,Atlántico
V002655,1,2024-01-09,C02549,P0022,T012,KOAJ Chipichape,Cali,KOAJ,Tenis casuales,Calzado,3,197000,0.0,Hombre,Local,M,Tarjeta crédito,Tienda física,Vacaciones,Calzado,Valle del Cauca
V002075,2,2025-03-08,C00108,P0023,T029,KOAJ Cosmocentro,Cali,KOAJ,Camiseta oversize,Camisetas,1,"77000,00",0.0,Hombre,Local,L,Tarjeta débito,Tienda física,Temporada regular,Camiseta,Valle del Cauca
V001773,3,2025-05-04,C02588,P0008,T030,KOAJ Cacique,Bucaramanga,KOAJ,Chaqueta bomber,Chaquetas,1,"209000,00",0.0,Hombre,Local,M,Efectivo,Tienda física,Temporada regular,Chaqueta,Santander
V002165,1,2023-12-23,C02318,P0004,T030,KOAJ Cacique,Bucaramanga,KOAJ,Jean skinny,Jeans,2,166000,0.0,Hombre,Local,38,Tarjeta débito,Tienda física,Black Friday,Pantalón,Santander
V001553,2,2025-09-08,C02173,P0004,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Jean skinny,Jeans,1,"174000,00",0.0,Mujer,Local,38,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Bolívar
V003716,1,2024-08-04,C01683,P0003,T040,KOAJ Andino,Bogotá,KOAJ,Jean mom,Jeans,2,"181000,00",0.1,Mujer,Local,30,Tarjeta crédito,Tienda física,Vacaciones,Pantalón,Bogotá D.C.
V000921,2,2025-08-02,C00261,P0017,T008,KOAJ Gran Estación,Bogotá,KOAJ,Vestido casual,Vestidos,1,"140000,00",0.1,Hombre,Local,L,Transferencia,Tienda física,Temporada regular,Vestido,Bogotá D.C.
V000652,1,2025-12-16,C00621,P0005,T022,KOAJ Portal del Prado,Barranquilla,KOAJ,Falda,Faldas,1,"111000,00",0.2,Hombre,Local,XL,Tarjeta crédito,Online,Vacaciones,Falda,Atlántico
V002745,1,2023-07-11,C02558,P0003,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Jean mom,Jeans,2,"177000,00",0.05,Mujer,Local,28,Transferencia,Tienda física,Temporada regular,Pantalón,Sucre
V003683,2,2025-08-03,C02372,P0002,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Set deportivo,Deportivo,1,"155.000,00",0.0,Hombre,Local,L,Tarjeta crédito,Tienda física,Día de la Madre,Conjunto,Sucre
V001617,3,2024-08-02,C02117,P0006,T031,KOAJ Campanario,Popayán,KOAJ,Cinturón,Accesorios,1,"56000,00",0.2,Mujer,Local,L,Efectivo,Tienda física,Temporada regular,Accesorio,Cauca
V001230,3,2025-04-15,C00233,P0017,T002,KOAJ Multicentro,Ibagué,KOAJ,Vestido casual,Vestidos,4,"149.000,00",0.0,Mujer,Local,XL,Efectivo,Tienda física,Temporada de diciembre,Vestido,Tolima
V001781,3,2024-04-13,C02167,P0019,T024,KOAJ La Quinta,Bucaramanga,KOAJ,Top,Tops,2,"71000,00",0.1,Mujer,Local,XXL,Tarjeta crédito,Tienda física,Temporada regular,Top,Santander
V000965,1,2025-11-21,C00684,P0024,T004,KOAJ Unicentro,Armenia,KOAJ,Chaqueta denim,Chaquetas,2,223000,0.0,Hombre,Local,XXL,Tarjeta crédito,Tienda física,Temporada regular,Chaqueta,Quindío
V002166,2,2023-02-02,C00291,P0015,T036,KOAJ Caribe Plaza,Cartagena,KOAJ,Jean straight,Jeans,1,"181.000,00",0.0,Hombre,Local,36,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Bolívar
V003542,1,2025-03-23,C00427,P0002,T014,KOAJ La Estación,Ibagué,KOAJ,Set deportivo,Deportivo,1,"150.000,00",0.0,Hombre,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Conjunto,Tolima
V000695,1,2023-01-09,C02084,P0009,T035,KOAJ Mayorca,Medellín,KOAJ,Camisa casual,Camisas,2,"129000,00",0.0,Hombre,Local,XS,Tarjeta crédito,Tienda física,Temporada regular,Camisa,Antioquia
V000068,2,2025-04-27,C01479,P0001,T004,KOAJ Unicentro,Armenia,KOAJ,Pantalón clásico,Pantalones,3,143000,0.3,Mujer,Local,38,Tarjeta débito,Online,Temporada regular,Pantalón,Quindío
V002586,1,2024-12-29,C02469,P0013,T028,KOAJ Ventura Plaza,Cúcuta,KOAJ,Bolso,Accesorios,3,"56.000,00",0.0,Mujer,Local,M,Transferencia,Tienda física,Día del Padre,Accesorio,Norte de Santander
V001184,1,2024-02-19,C00248,P0021,T032,KOAJ La Castellana,Cartagena,KOAJ,Polo,Camisas,1,"125000,00",0.0,Mujer,Turista,S,Tarjeta crédito,Tienda física,Día del Padre,Polo,Bolívar
V003655,1,2025-07-26,C00597,P0025,T041,KOAJ Mayales,Valledupar,KOAJ,Vestido corto,Vestidos,4,"133.000,00",0.3,Hombre,Local,,Efectivo,Tienda física,Temporada regular,Vestido,Cesar
V001017,1,2023-08-02,C01744,P0017,T037,KOAJ Fundadores,Manizales,KOAJ,Vestido casual,Vestidos,4,152000,0.0,Mujer,Local,S,Efectivo,Tienda física,Día de la Madre,Vestido,Caldas
V000346,1,2025-08-02,C01561,P0010,T004,KOAJ Unicentro,Armenia,KOAJ,Short,Shorts,4,91000,0.0,Mujer,Local,28,Tarjeta crédito,Online,Temporada regular,Short,Quindío
V003214,2,2025-03-18,C01839,P0021,T023,KOAJ Jardín Plaza,Cali,KOAJ,Polo,Camisas,2,"121000,00",0.0,Mujer,Local,L,Efectivo,Tienda física,Temporada regular,Polo,Valle del Cauca
V001519,1,2024-07-23,C02380,P0011,T033,KOAJ Parque Arboleda,Pereira,KOAJ,Buzo básico,Buzos,3,128000,0.2,Mujer,Local,S,Transferencia,Tienda física,Temporada regular,Buzo,Risaralda
V000015,1,2024-11-13,C01398,P0016,T017,KOAJ Titán Plaza,Bogotá,KOAJ,Pantalón cargo,Pantalones,1,"134000,00",0.0,Mujer,Local,34,Efectivo,Tienda física,Temporada de diciembre,Pantalón,Bogotá D.C.
V000717,1,2025-09-25,C02340,P0024,T027,KOAJ Los Molinos,Medellín,KOAJ,,Chaquetas,4,"223.000,00",0.0,Mujer,Local,XS,Efectivo,Tienda física,Temporada regular,Chaqueta,Antioquia
V002392,2,2024-12-13,C01122,P0010,T021,KOAJ Mallplaza,Manizales,KOAJ,Short,Shorts,3,"91.000,00",0.05,Hombre,Local,34,Tarjeta débito,Tienda física,Temporada regular,Short,Caldas
V000857,1,2023-04-04,C01702,P0004,T012,KOAJ Chipichape,  Cali  ,KOAJ,Jean skinny,Jeans,1,"177000,00",0.2,Mujer,Local,34,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Valle del Cauca
V001714,1,2025-08-07,C01389,P0020,T022,KOAJ Portal del Prado,Barranquilla,KOAJ,Camiseta estampada,Camisetas,3,"79000,00",0.0,Hombre,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Camiseta,Atlántico
V000419,1,2025-05-17,C00816,P0001,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Pantalón clásico,Pantalones,1,"137000,00",0.3,Mujer,Turista,36,Tarjeta débito,Tienda física,Vacaciones,Pantalón,Atlántico
V002033,1,2023-08-31,C00520,P0006,T020,KOAJ Salitre Plaza,Bogotá,KOAJ,Cinturón,Accesorios,1,"58.000,00",0.3,Mujer,Local,XS,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Bogotá D.C.
V003565,2,2024-02-04,C00909,P0004,T007,KOAJ San Pedro Plaza,Neiva,KOAJ,Jean skinny,Jeans,1,165000,0.0,Hombre,Local,38,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Huila
V001505,2,2023-09-17,C01375,P0010,T043,KOAJ Victoria,Pereira,KOAJ,Short,Shorts,2,"96000,00",0.15,Hombre,Local,28,Tarjeta crédito,Tienda física,Temporada regular,Short,Risaralda
V003616,2,2023-11-02,C02686,P0009,T009,KOAJ Buenavista,Montería,KOAJ,Camisa casual,Camisas,1,"129000,00",0.2,Hombre,Local,XS,Tarjeta crédito,Tienda física,Vacaciones,Camisa,Córdoba
V001094,1,2024-07-15,C00401,P0014,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Jogger,Pantalones,2,"140000,00",0.0,Hombre,Local,30,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Bolívar
V003037,2,2024-06-12,C02626,P0021,T017,KOAJ Titán Plaza,Bogotá,KOAJ,Polo,Camisas,1,"127000,00",0.0,Hombre,Local,XXL,Tarjeta crédito,Tienda física,Temporada regular,Polo,Bogotá D.C.
V000483,2,2025-02-26,C02141,P0004,T014,KOAJ La Estación,Ibagué,KOAJ,Jean skinny,Jeans,3,"174000,00",0.0,Mujer,Local,30,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Tolima
V000061,2,2024-04-13,C01727,P0007,T011,KOAJ Santa Fe,Medellín,KOAJ,Gorra,Accesorios,1,62000,0.15,Mujer,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Antioquia
V002944,1,2024-08-14,C01208,P0002,T009,KOAJ Buenavista,Montería,KOAJ,Set deportivo,Deportivo,1,148000,0.0,Hombre,Local,XL,Tarjeta débito,Tienda física,Temporada de diciembre,Conjunto,Córdoba
V000702,1,2023-07-01,C00198,P0002,T007,KOAJ San Pedro Plaza,Neiva,KOAJ,Set deportivo,Deportivo,1,161000,0.0,Hombre,Turista,XS,Efectivo,Tienda física,Temporada regular,Conjunto,Huila
V000453,2,2025-10-11,C02497,P0001,T009,KOAJ Buenavista,Montería,KOAJ,Pantalón clásico,Pantalones,1,"140000,00",0.1,Hombre,Turista,30,Efectivo,Tienda física,Día del Padre,Pantalón,Córdoba
V003693,2,2023-09-30,C01474,P0001,T039,KOAJ Alamedas,Montería,KOAJ,Pantalón clásico,Pantalones,3,"138000,00",0.1,Mujer,Local,28,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Córdoba
V001310,3,2025-10-11,C01005,P0007,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Gorra,Accesorios,1,"59000,00",0.3,Mujer,Local,XS,Efectivo,Tienda física,Temporada regular,Accesorio,Bolívar
V000966,1,2024-01-03,C00606,P0016,T007,KOAJ San Pedro Plaza,Neiva,KOAJ,Pantalón cargo,Pantalones,1,"143000,00",0.0,Mujer,Turista,40,Tarjeta crédito,Tienda física,Black Friday,Pantalón,Huila
V003305,2,2024-08-08,C00299,P0024,T009,KOAJ Buenavista,Montería,KOAJ,Chaqueta denim,Chaquetas,3,"217000,00",,Mujer,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Chaqueta,Córdoba
V000919,1,2025-08-11,C00469,P0013,T004,KOAJ Unicentro,Armenia,KOAJ,Bolso,Accesorios,1,"58000,00",0.0,Mujer,Local,XXL,Tarjeta crédito,Tienda física,Black Friday,Accesorio,Quindío
V003758,1,2024-05-23,C02424,P0012,T043,KOAJ Victoria,Pereira,KOAJ,Blusa,Blusas,2,"107000,00",0.0,Mujer,Local,XS,Efectivo,Tienda física,Regreso a clases,Blusa,Risaralda
V002437,1,2024-06-21,C01380,P0020,T036,KOAJ Caribe Plaza,Cartagena,KOAJ,Camiseta estampada,Camisetas,2,"79.000,00",0.0,Mujer,Local,XXL,Tarjeta crédito,Online,Temporada regular,Camiseta,Bolívar
V002238,1,2023-06-14,C01926,P0006,T004,KOAJ Unicentro,Armenia,KOAJ,Cinturón,Accesorios,1,"56000,00",0.4,Mujer,Local,S,Tarjeta crédito,Tienda física,Día de la Madre,Accesorio,Quindío
V001539,2,2025-02-04,C00912,P0011,T020,KOAJ Salitre Plaza,Bogotá,KOAJ,Buzo básico,Buzos,1,137000,0.0,Mujer,Turista,M,Efectivo,Tienda física,Temporada regular,Buzo,Bogotá D.C.
V003444,1,2025-03-05,C02340,P0019,T007,KOAJ San Pedro Plaza,Neiva,KOAJ,Top,Tops,1,"72000,00",0.0,Mujer,Local,XL,Tarjeta crédito,Tienda física,Día del Padre,Top,Huila
V000473,1,2023-05-22,C02269,P0014,T022,KOAJ Portal del Prado,Barranquilla,KOAJ,Jogger,Pantalones,1,"138000,00",0.0,Mujer,Local,38,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Atlántico
V001996,1,2024-05-16,C01366,P0013,T025,KOAJ El Tesoro,Medellín,KOAJ,Bolso,Accesorios,2,"55.000,00",0.05,Mujer,Local,XS,Tarjeta débito,Tienda física,Black Friday,Accesorio,Antioquia
V001950,1,2024-05-21,C01090,P0001,T028,KOAJ Ventura Plaza,Cúcuta,KOAJ,Pantalón clásico,Pantalones,4,"139.000,00",0.2,Mujer,Local,30,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Norte de Santander
V000440,1,2023-06-26,C02245,P0020,T006,KOAJ Único,Pasto,KOAJ,Camiseta estampada,Camisetas,2,"77000,00",0.0,Hombre,Local,L,Tarjeta débito,Tienda física,Temporada regular,Camiseta,Nariño
V000776,1,2024-07-10,C02765,P0009,T030,KOAJ Cacique,Bucaramanga,KOAJ,Camisa casual,Camisas,1,"126000,00",0.1,Hombre,Local,M,Efectivo,Tienda física,Temporada regular,Camisa,Santander
V000571,1,2025-06-23,C02050,P0010,T037,KOAJ Fundadores,Manizales,KOAJ,Short,Shorts,1,"93.000,00",0.4,Hombre,Local,38,Tarjeta crédito,Tienda física,Temporada regular,Short,Caldas
V001216,1,2025-04-24,C02188,P0001,T014,KOAJ La Estación,Ibagué,KOAJ,Pantalón clásico,Pantalones,2,"139.000,00",0.05,Mujer,Turista,34,Efectivo,Tienda física,Temporada regular,Pantalón,Tolima
V002744,2,2024-05-21,C02517,P0023,T029,KOAJ Cosmocentro,Cali,KOAJ,Camiseta oversize,Camisetas,1,"77000,00",0.0,Hombre,Local,L,Tarjeta crédito,Tienda física,Vacaciones,Camiseta,Valle del Cauca
V000624,1,2025-04-05,C01178,P0020,T035,KOAJ Mayorca,Medellín,KOAJ,Camiseta estampada,Camisetas,4,"78000,00",0.05,Hombre,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Camiseta,Antioquia
V000600,3,2024-01-16,C02449,P0024,T024,KOAJ La Quinta,Bucaramanga,KOAJ,Chaqueta denim,Chaquetas,3,206000,0.1,Mujer,Local,M,Efectivo,Tienda física,Vacaciones,Chaqueta,Santander
V002135,2,2024-05-13,C02643,P0012,T011,KOAJ Santa Fe,Medellín,KOAJ,Blusa,Blusas,4,"115000,00",0.0,Hombre,Local,XXL,Tarjeta crédito,Tienda física,Temporada regular,Blusa,Antioquia
V002726,1,2025-10-26,C01455,P0023,T024,KOAJ La Quinta,Bucaramanga,KOAJ,Camiseta oversize,Camisetas,1,"76.000,00",0.0,Mujer,Local,XL,Tarjeta débito,Tienda física,Temporada regular,Camiseta,Santander
V001147,1,2024-08-19,C00270,P0005,T040,KOAJ Andino,Bogotá,KOAJ,Falda,Faldas,2,116000,0.15,Mujer,Local,L,Tarjeta débito,Online,Temporada regular,Falda,Bogotá D.C.
V001859,1,2024-03-08,C02458,P0022,T037,KOAJ Fundadores,Manizales,KOAJ,Tenis casuales,Calzado,4,"200000,00",0.05,Hombre,Local,XXL,Tarjeta débito,Tienda física,Temporada regular,Calzado,Caldas
V001648,1,2025-06-06,C00322,P0020,T031,KOAJ Campanario,Popayán,KOAJ,Camiseta estampada,Camisetas,1,"75000,00",0.05,Hombre,Local,L,Tarjeta débito,Tienda física,Día de la Madre,Camiseta,Cauca
V001155,1,2024-07-03,C00661,P0023,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta oversize,Camisetas,1,76000,0.0,Mujer,Turista,M,Tarjeta débito,Tienda física,Temporada regular,Camiseta,Quindío
V001806,1,2025-06-26,C02477,P0014,T011,KOAJ Santa Fe,Medellín,KOAJ,Jogger,Pantalones,1,"135000,00",0.0,Hombre,Local,28,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Antioquia
V003566,2,2024-06-04,C02315,P0016,T040,KOAJ Andino,Bogotá,KOAJ,Pantalón cargo,Pantalones,4,140000,0.0,Hombre,Local,34,Efectivo,Tienda física,Temporada de diciembre,Pantalón,Bogotá D.C.
V000126,2,2024-06-11,C01861,P0013,T033,KOAJ Parque Arboleda,Pereira,KOAJ,Bolso,Accesorios,3,"59000,00",0.0,Hombre,Local,XL,Transferencia,Tienda física,Black Friday,Accesorio,Risaralda
V003218,2,2023-12-18,C00557,P0024,T024,KOAJ La Quinta,Bucaramanga,KOAJ,Chaqueta denim,Chaquetas,1,"222.000,00",0.0,Hombre,Local,XXL,Tarjeta débito,Tienda física,Temporada regular,Chaqueta,Santander
V003210,2,2025-09-30,C00943,P0018,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta básica,Camisetas,1,"75.000,00",0.1,Mujer,Local,M,Efectivo,Tienda física,Día de la Madre,Camiseta,Quindío
V003714,2,2025-07-12,C02573,P0006,T004,KOAJ Unicentro,Armenia,KOAJ,Cinturón,Accesorios,1,57000,0.0,Mujer,Local,XXL,Tarjeta débito,Tienda física,Día de la Madre,Accesorio,Quindío
V001357,1,2024-05-30,C02320,P0007,T043,KOAJ Victoria,Pereira,KOAJ,Gorra,Accesorios,4,"59000,00",0.0,Hombre,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Risaralda
V000570,1,2024-09-09,C01962,P0017,T043,KOAJ Victoria,Pereira,KOAJ,Vestido casual,Vestidos,4,"139000,00",0.15,Hombre,Local,XL,Tarjeta débito,Tienda física,Black Friday,Vestido,Risaralda
V000771,1,2023-08-09,C01492,P0024,T010,KOAJ Terraplaza,Popayán,KOAJ,Chaqueta denim,Chaquetas,1,"213000,00",0.3,Mujer,Local,XXL,Tarjeta débito,Tienda física,Temporada regular,Chaqueta,Cauca
V000353,1,2025-12-15,C01232,P0009,T024,KOAJ La Quinta,Bucaramanga,KOAJ,Camisa casual,Camisas,1,128000,0.0,Hombre,Turista,XL,Tarjeta débito,Tienda física,Black Friday,Camisa,Santander
V002933,1,2023-06-21,C02224,P0018,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta básica,Camisetas,2,"75000,00",0.0,Mujer,Turista,XXL,Tarjeta crédito,Tienda física,Temporada regular,Camiseta,Quindío
V001432,2,2024-12-12,C02011,P0011,T039,KOAJ Alamedas,Montería,KOAJ,Buzo básico,Buzos,1,"138.000,00",0.0,Hombre,Local,M,Efectivo,Tienda física,Temporada de diciembre,Buzo,Córdoba
V003425,3,2025-03-29,C00311,P0006,T004,KOAJ Unicentro,Armenia,KOAJ,Cinturón,Accesorios,2,54000,0.2,Hombre,Local,S,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Quindío
V000119,1,2025-07-08,C02154,P0018,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta básica,Camisetas,2,"73.000,00",0.0,Mujer,Turista,XXL,Tarjeta crédito,Tienda física,Black Friday,Camiseta,Quindío
V001657,2,2023-10-15,C00154,P0007,T038,KOAJ Plaza Central,Bogotá,KOAJ,Gorra,Accesorios,4,"59000,00",0.0,Hombre,Local,M,Tarjeta crédito,Tienda física,Temporada de diciembre,Accesorio,Bogotá D.C.
V001240,1,2023-06-11,C01636,P0010,T004,KOAJ Unicentro,Armenia,KOAJ,Short,Shorts,2,92000,0.0,Mujer,Local,38,Tarjeta débito,Tienda física,Temporada regular,Short,Quindío
V002793,1,2023-08-02,C00319,P0013,T004,KOAJ Unicentro,Armenia,KOAJ,Bolso,Accesorios,3,"59000,00",0.0,Hombre,Local,XXL,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Quindío
V001666,3,2023-07-09,C01448,P0020,T043,KOAJ Victoria,Pereira,KOAJ,Camiseta estampada,Camisetas,4,"78000,00",0.0,Hombre,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Camiseta,Risaralda
V002580,2,2025-05-01,C00904,P0010,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Short,Shorts,1,"91000,00",0.1,Mujer,Turista,30,Efectivo,Tienda física,Temporada regular,Short,Atlántico
V000452,2,2023-05-13,C02057,P0016,T004,KOAJ Unicentro,Armenia,KOAJ,Pantalón cargo,Pantalones,1,144000,0.05,Hombre,Local,28,Tarjeta crédito,Online,Temporada regular,Pantalón,Quindío
V000927,1,2024-09-11,C01264,P0017,T039,KOAJ Alamedas,Montería,KOAJ,Vestido casual,Vestidos,2,"148.000,00",0.0,Hombre,Local,XXL,Tarjeta crédito,Tienda física,Temporada regular,Vestido,Córdoba
V001853,1,2023-07-06,C01708,P0004,T009,KOAJ Buenavista,Montería,KOAJ,Jean skinny,Jeans,2,168000,0.15,Mujer,Local,40,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Córdoba
V000302,1,2025-01-19,C02635,P0005,T009,KOAJ Buenavista,Montería,KOAJ,Falda,Faldas,1,"111.000,00",0.0,Hombre,Local,XXL,Tarjeta débito,Tienda física,Temporada regular,Falda,Córdoba
V002796,1,2025-04-18,C00408,P0014,T017,KOAJ Titán Plaza,Bogotá,KOAJ,Jogger,Pantalones,4,"145000,00",0.1,Hombre,Local,34,Tarjeta crédito,Tienda física,Día de la Madre,Pantalón,Bogotá D.C.
V000330,1,2025-07-10,C01026,P0018,T013,KOAJ Caracolí,Bucaramanga,KOAJ,Camiseta básica,Camisetas,2,"76.000,00",0.0,Mujer,Local,XXL,Transferencia,Tienda física,Black Friday,Camiseta,Santander
V002352,1,2023-09-03,C01344,P0021,T032,KOAJ La Castellana,Cartagena,KOAJ,Polo,Camisas,4,"126000,00",0.0,Hombre,Local,M,Tarjeta débito,Tienda física,Temporada regular,Polo,Bolívar
V000815,1,2023-05-09,C02177,P0012,T020,KOAJ Salitre Plaza,Bogotá,KOAJ,Blusa,Blusas,1,"111000,00",0.0,Hombre,Local,XS,Tarjeta crédito,Tienda física,Temporada regular,Blusa,Bogotá D.C.
V001851,2,2024-12-11,C01746,P0011,T015,KOAJ Wajira,Riohacha,KOAJ,Buzo básico,Buzos,1,"139000,00",0.0,Mujer,Local,M,Tarjeta débito,Online,Temporada regular,Buzo,La Guajira
V000057,1,2024-08-07,C02111,P0013,T039,KOAJ Alamedas,Montería,KOAJ,Bolso,Accesorios,4,"57000,00",0.0,Hombre,Local,XL,Tarjeta débito,Tienda física,Temporada regular,Accesorio,Córdoba
V002880,1,2024-11-11,C00628,P0001,T039,KOAJ Alamedas,Montería,KOAJ,Pantalón clásico,Pantalones,2,"140.000,00",0.0,Mujer,Local,32,Efectivo,Tienda física,Temporada regular,Pantalón,Córdoba
V002159,1,2023-10-14,C00236,P0005,T016,KOAJ Guacarí,Sincelejo,KOAJ,Falda,Faldas,1,114000,0.15,Hombre,Local,L,Efectivo,Tienda física,Temporada regular,Falda,Sucre
V002931,1,2025-06-26,C01529,P0009,T004,KOAJ Unicentro,Armenia,KOAJ,Camisa casual,Camisas,3,"130000,00",0.0,Hombre,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Camisa,Quindío
V000598,2,2023-10-30,C01818,P0019,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Top,Tops,2,"73000,00",0.4,Mujer,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Top,Atlántico
V002623,1,2024-12-13,C00689,P0008,T025,KOAJ El Tesoro,Medellín,KOAJ,Chaqueta bomber,Chaquetas,1,"225000,00",0.0,Mujer,Local,XXL,Tarjeta débito,Online,Vacaciones,Chaqueta,Antioquia
V001779,3,2023-07-15,C02050,P0011,T004,KOAJ Unicentro,Armenia,KOAJ,Buzo básico,Buzos,2,"132000,00",0.1,Mujer,Local,XL,Tarjeta crédito,Online,Black Friday,Buzo,Quindío
V001239,1,2025-12-21,C01730,P0012,T020,KOAJ Salitre Plaza,Bogotá,KOAJ,Blusa,Blusas,1,"111.000,00",0.0,Hombre,Local,L,Tarjeta débito,Tienda física,Temporada regular,Blusa,Bogotá D.C.
V002495,1,2025-02-26,C00759,P0018,T037,KOAJ Fundadores,Manizales,KOAJ,Camiseta básica,Camisetas,1,"75000,00",0.1,Hombre,Local,XXL,Transferencia,Tienda física,Temporada regular,Camiseta,Caldas
V003669,2,2024-08-18,C01496,P0013,T009,KOAJ Buenavista,Montería,KOAJ ,Bolso,Accesorios,2,"56000,00",0.1,Mujer,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Córdoba
V000839,2,2023-08-15,C02090,P0005,T004,KOAJ Unicentro,Armenia,KOAJ,Falda,Faldas,1,111000,0.0,Mujer,Local,L,Tarjeta débito,Tienda física,Temporada regular,Falda,Quindío
V000038,1,2023-11-15,C02020,P0003,T037,KOAJ Fundadores,Manizales,KOAJ,Jean mom,Jeans,1,"175000,00",0.0,Hombre,Local,30,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Caldas
V002766,1,2023-10-01,C00603,P0024,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Chaqueta denim,Chaquetas,1,"211.000,00",0.0,Hombre,Local,S,Efectivo,Online,Temporada regular,Chaqueta,Sucre
V001729,1,2023-05-26,C01639,P0015,T003,KOAJ Ocean Mall,Santa Marta,KOAJ,Jean straight,Jeans,2,"169000,00",0.1,Mujer,Local,32,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Magdalena
V000306,2,2023-02-08,C01464,P0002,T015,KOAJ Wajira,Riohacha,KOAJ,Set deportivo,Deportivo,3,"158000,00",0.0,Mujer,Turista,XL,Tarjeta débito,Online,Temporada regular,Conjunto,La Guajira
V002216,1,2025-01-08,C01118,P0023,T036,KOAJ Caribe Plaza,Cartagena,KOAJ,Camiseta oversize,Camisetas,3,"80000,00",0.15,Mujer,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Camiseta,Bolívar
V000883,1,2025-12-12,C00197,P0025,T043,KOAJ Victoria,Pereira,KOAJ,Vestido corto,Vestidos,4,137000,0.0,Hombre,Local,S,Tarjeta débito,Tienda física,Temporada regular,Vestido,Risaralda
V002906,1,2024-01-16,C02081,P0001,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Pantalón clásico,Pantalones,1,"145000,00",0.0,Mujer,Local,40,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Sucre
