id_venta,numero_linea,fecha_venta,id_cliente,genero_cliente,tipo_cliente,id_producto,nombre_producto,categoria,tipo_prenda,id_tienda,nombre_tienda,ciudad,departamento,empresa,cantidad,precio_unitario,descuento,metodo_pago,canal,temporada,talla
V002120,1,2025-08-16,C01026,Hombre,Local,P0004,Jean Skinny,Jeans,Pantalón,T039,Koaj Alamedas,Montería,Córdoba,KOAJ,1,170000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,38
V002043,1,2023-12-30,C00533,Mujer,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T033,Koaj Parque Arboleda,Pereira,Risaralda,KOAJ,3,144000.0,0.1,Tarjeta Débito,Online,Día De La Madre,38
V002599,1,2024-12-10,C01570,Hombre,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T033,Koaj Parque Arboleda,Pereira,Risaralda,KOAJ,3,149000.0,0.0,Efectivo,Tienda Física,Regreso A Clases,38
V001210,1,2024-09-24,C01170,Mujer,Local,P0011,Buzo Básico,Buzos,Buzo,T031,Koaj Campanario,Popayán,Cauca,KOAJ,4,129000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V002731,1,2025-04-01,C01465,Hombre,Local,P0017,Vestido Casual,Vestidos,Vestido,T014,Koaj La Estación,Ibagué,Tolima,KOAJ,1,151000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,M
V001872,1,2024-06-21,C00695,Hombre,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,3,76000.0,0.3,Tarjeta Débito,Tienda Física,Regreso A Clases,Xxl
V002840,1,2024-01-02,C02293,Hombre,Local,P0004,Jean Skinny,Jeans,Pantalón,T014,Koaj La Estación,Ibagué,Tolima,KOAJ,4,172000.0,0.0,Efectivo,Tienda Física,Temporada Regular,34
V002487,1,2025-11-29,C00674,Mujer,Local,P0025,Vestido Corto,Vestidos,Vestido,T034,Koaj Viva Barranquilla,Barranquilla,Atlántico,KOAJ,1,138000.0,0.15,Tarjeta Débito,Tienda Física,Black Friday,S
V002655,1,2024-01-09,C02549,Hombre,Local,P0022,Tenis Casuales,Calzado,Calzado,T012,Koaj Chipichape,Cali,Valle Del Cauca,KOAJ,3,197000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,M
V002075,2,2025-03-08,C00108,Hombre,Local,P0023,Camiseta Oversize,Camisetas,Camiseta,T029,Koaj Cosmocentro,Cali,Valle Del Cauca,KOAJ,1,77000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V001773,3,2025-05-04,C02588,Hombre,Local,P0008,Chaqueta Bomber,Chaquetas,Chaqueta,T030,Koaj Cacique,Bucaramanga,Santander,KOAJ,1,209000.0,0.0,Efectivo,Tienda Física,Temporada Regular,M
V002165,1,2023-12-23,C02318,Hombre,Local,P0004,Jean Skinny,Jeans,Pantalón,T030,Koaj Cacique,Bucaramanga,Santander,KOAJ,2,166000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,38
V001553,2,2025-09-08,C02173,Mujer,Local,P0004,Jean Skinny,Jeans,Pantalón,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,1,174000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,38
V003716,1,2024-08-04,C01683,Mujer,Local,P0003,Jean Mom,Jeans,Pantalón,T040,Koaj Andino,Bogotá,Bogotá D.C.,KOAJ,2,181000.0,0.1,Tarjeta Crédito,Tienda Física,Vacaciones,30
V000921,2,2025-08-02,C00261,Hombre,Local,P0017,Vestido Casual,Vestidos,Vestido,T008,Koaj Gran Estación,Bogotá,Bogotá D.C.,KOAJ,1,140000.0,0.1,Transferencia,Tienda Física,Temporada Regular,L
V000652,1,2025-12-16,C00621,Hombre,Local,P0005,Falda,Faldas,Falda,T022,Koaj Portal Del Prado,Barranquilla,Atlántico,KOAJ,1,111000.0,0.2,Tarjeta Crédito,Online,Vacaciones,Xl
V002745,1,2023-07-11,C02558,Mujer,Local,P0003,Jean Mom,Jeans,Pantalón,T005,Koaj Viva Sincelejo,Sincelejo,Sucre,KOAJ,2,177000.0,0.05,Transferencia,Tienda Física,Temporada Regular,28
V003683,2,2025-08-03,C02372,Hombre,Local,P0002,Set Deportivo,Deportivo,Conjunto,T005,Koaj Viva Sincelejo,Sincelejo,Sucre,KOAJ,1,155000.0,0.0,Tarjeta Crédito,Tienda Física,Día De La Madre,L
V001617,3,2024-08-02,C02117,Mujer,Local,P0006,Cinturón,Accesorios,Accesorio,T031,Koaj Campanario,Popayán,Cauca,KOAJ,1,56000.0,0.2,Efectivo,Tienda Física,Temporada Regular,L
V001230,3,2025-04-15,C00233,Mujer,Local,P0017,Vestido Casual,Vestidos,Vestido,T002,Koaj Multicentro,Ibagué,Tolima,KOAJ,4,149000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,Xl
V001781,3,2024-04-13,C02167,Mujer,Local,P0019,Top,Tops,Top,T024,Koaj La Quinta,Bucaramanga,Santander,KOAJ,2,71000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V000965,1,2025-11-21,C00684,Hombre,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,223000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V002166,2,2023-02-02,C00291,Hombre,Local,P0015,Jean Straight,Jeans,Pantalón,T036,Koaj Caribe Plaza,Cartagena,Bolívar,KOAJ,1,181000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,36
V003542,1,2025-03-23,C00427,Hombre,Local,P0002,Set Deportivo,Deportivo,Conjunto,T014,Koaj La Estación,Ibagué,Tolima,KOAJ,1,150000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V000695,1,2023-01-09,C02084,Hombre,Local,P0009,Camisa Casual,Camisas,Camisa,T035,Koaj Mayorca,Medellín,Antioquia,KOAJ,2,129000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V000068,2,2025-04-27,C01479,Mujer,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,3,143000.0,0.3,Tarjeta Débito,Online,Temporada Regular,38
V002586,1,2024-12-29,C02469,Mujer,Local,P0013,Bolso,Accesorios,Accesorio,T028,Koaj Ventura Plaza,Cúcuta,Norte De Santander,KOAJ,3,56000.0,0.0,Transferencia,Tienda Física,Día Del Padre,M
V001184,1,2024-02-19,C00248,Mujer,Turista,P0021,Polo,Camisas,Polo,T032,Koaj La Castellana,Cartagena,Bolívar,KOAJ,1,125000.0,0.0,Tarjeta Crédito,Tienda Física,Día Del Padre,S
V003655,1,2025-07-26,C00597,Hombre,Local,P0025,Vestido Corto,Vestidos,Vestido,T041,Koaj Mayales,Valledupar,Cesar,KOAJ,4,133000.0,0.3,Efectivo,Tienda Física,Temporada Regular,Sin Talla
V001017,1,2023-08-02,C01744,Mujer,Local,P0017,Vestido Casual,Vestidos,Vestido,T037,Koaj Fundadores,Manizales,Caldas,KOAJ,4,152000.0,0.0,Efectivo,Tienda Física,Día De La Madre,S
V000346,1,2025-08-02,C01561,Mujer,Local,P0010,Short,Shorts,Short,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,4,91000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,28
V003214,2,2025-03-18,C01839,Mujer,Local,P0021,Polo,Camisas,Polo,T023,Koaj Jardín Plaza,Cali,Valle Del Cauca,KOAJ,2,121000.0,0.0,Efectivo,Tienda Física,Temporada Regular,L
V001519,1,2024-07-23,C02380,Mujer,Local,P0011,Buzo Básico,Buzos,Buzo,T033,Koaj Parque Arboleda,Pereira,Risaralda,KOAJ,3,128000.0,0.2,Transferencia,Tienda Física,Temporada Regular,S
V000015,1,2024-11-13,C01398,Mujer,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T017,Koaj Titán Plaza,Bogotá,Bogotá D.C.,KOAJ,1,134000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,34
V000717,1,2025-09-25,C02340,Mujer,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T027,Koaj Los Molinos,Medellín,Antioquia,KOAJ,4,223000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xs
V002392,2,2024-12-13,C01122,Hombre,Local,P0010,Short,Shorts,Short,T021,Koaj Mallplaza,Manizales,Caldas,KOAJ,3,91000.0,0.05,Tarjeta Débito,Tienda Física,Temporada Regular,34
V000857,1,2023-04-04,C01702,Mujer,Local,P0004,Jean Skinny,Jeans,Pantalón,T012,Koaj Chipichape,Cali,Valle Del Cauca,KOAJ,1,177000.0,0.2,Tarjeta Crédito,Tienda Física,Temporada Regular,34
V001714,1,2025-08-07,C01389,Hombre,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T022,Koaj Portal Del Prado,Barranquilla,Atlántico,KOAJ,3,79000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V000419,1,2025-05-17,C00816,Mujer,Turista,P0001,Pantalón Clásico,Pantalones,Pantalón,T034,Koaj Viva Barranquilla,Barranquilla,Atlántico,KOAJ,1,137000.0,0.3,Tarjeta Débito,Tienda Física,Vacaciones,36
V002033,1,2023-08-31,C00520,Mujer,Local,P0006,Cinturón,Accesorios,Accesorio,T020,Koaj Salitre Plaza,Bogotá,Bogotá D.C.,KOAJ,1,58000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V003565,2,2024-02-04,C00909,Hombre,Local,P0004,Jean Skinny,Jeans,Pantalón,T007,Koaj San Pedro Plaza,Neiva,Huila,KOAJ,1,165000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,38
V001505,2,2023-09-17,C01375,Hombre,Local,P0010,Short,Shorts,Short,T043,Koaj Victoria,Pereira,Risaralda,KOAJ,2,96000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,28
V003616,2,2023-11-02,C02686,Hombre,Local,P0009,Camisa Casual,Camisas,Camisa,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,129000.0,0.2,Tarjeta Crédito,Tienda Física,Vacaciones,Xs
V001094,1,2024-07-15,C00401,Hombre,Local,P0014,Jogger,Pantalones,Pantalón,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,2,140000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,30
V003037,2,2024-06-12,C02626,Hombre,Local,P0021,Polo,Camisas,Polo,T017,Koaj Titán Plaza,Bogotá,Bogotá D.C.,KOAJ,1,127000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V000483,2,2025-02-26,C02141,Mujer,Local,P0004,Jean Skinny,Jeans,Pantalón,T014,Koaj La Estación,Ibagué,Tolima,KOAJ,3,174000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,30
V000061,2,2024-04-13,C01727,Mujer,Local,P0007,Gorra,Accesorios,Accesorio,T011,Koaj Santa Fe,Medellín,Antioquia,KOAJ,1,62000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V002944,1,2024-08-14,C01208,Hombre,Local,P0002,Set Deportivo,Deportivo,Conjunto,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,148000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,Xl
V000702,1,2023-07-01,C00198,Hombre,Turista,P0002,Set Deportivo,Deportivo,Conjunto,T007,Koaj San Pedro Plaza,Neiva,Huila,KOAJ,1,161000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xs
V000453,2,2025-10-11,C02497,Hombre,Turista,P0001,Pantalón Clásico,Pantalones,Pantalón,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,140000.0,0.1,Efectivo,Tienda Física,Día Del Padre,30
V003693,2,2023-09-30,C01474,Mujer,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T039,Koaj Alamedas,Montería,Córdoba,KOAJ,3,138000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,28
V001310,3,2025-10-11,C01005,Mujer,Local,P0007,Gorra,Accesorios,Accesorio,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,1,59000.0,0.3,Efectivo,Tienda Física,Temporada Regular,Xs
V000966,1,2024-01-03,C00606,Mujer,Turista,P0016,Pantalón Cargo,Pantalones,Pantalón,T007,Koaj San Pedro Plaza,Neiva,Huila,KOAJ,1,143000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,40
V003305,2,2024-08-08,C00299,Mujer,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,3,217000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V000919,1,2025-08-11,C00469,Mujer,Local,P0013,Bolso,Accesorios,Accesorio,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,58000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,Xxl
V003758,1,2024-05-23,C02424,Mujer,Local,P0012,Blusa,Blusas,Blusa,T043,Koaj Victoria,Pereira,Risaralda,KOAJ,2,107000.0,0.0,Efectivo,Tienda Física,Regreso A Clases,Xs
V002437,1,2024-06-21,C01380,Mujer,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T036,Koaj Caribe Plaza,Cartagena,Bolívar,KOAJ,2,79000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,Xxl
V002238,1,2023-06-14,C01926,Mujer,Local,P0006,Cinturón,Accesorios,Accesorio,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,56000.0,0.4,Tarjeta Crédito,Tienda Física,Día De La Madre,S
V001539,2,2025-02-04,C00912,Mujer,Turista,P0011,Buzo Básico,Buzos,Buzo,T020,Koaj Salitre Plaza,Bogotá,Bogotá D.C.,KOAJ,1,137000.0,0.0,Efectivo,Tienda Física,Temporada Regular,M
V003444,1,2025-03-05,C02340,Mujer,Local,P0019,Top,Tops,Top,T007,Koaj San Pedro Plaza,Neiva,Huila,KOAJ,1,72000.0,0.0,Tarjeta Crédito,Tienda Física,Día Del Padre,Xl
V000473,1,2023-05-22,C02269,Mujer,Local,P0014,Jogger,Pantalones,Pantalón,T022,Koaj Portal Del Prado,Barranquilla,Atlántico,KOAJ,1,138000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,38
V001996,1,2024-05-16,C01366,Mujer,Local,P0013,Bolso,Accesorios,Accesorio,T025,Koaj El Tesoro,Medellín,Antioquia,KOAJ,2,55000.0,0.05,Tarjeta Débito,Tienda Física,Black Friday,Xs
V001950,1,2024-05-21,C01090,Mujer,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T028,Koaj Ventura Plaza,Cúcuta,Norte De Santander,KOAJ,4,139000.0,0.2,Tarjeta Débito,Tienda Física,Temporada Regular,30
V000440,1,2023-06-26,C02245,Hombre,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T006,Koaj Único,Pasto,Nariño,KOAJ,2,77000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V000776,1,2024-07-10,C02765,Hombre,Local,P0009,Camisa Casual,Camisas,Camisa,T030,Koaj Cacique,Bucaramanga,Santander,KOAJ,1,126000.0,0.1,Efectivo,Tienda Física,Temporada Regular,M
V000571,1,2025-06-23,C02050,Hombre,Local,P0010,Short,Shorts,Short,T037,Koaj Fundadores,Manizales,Caldas,KOAJ,1,93000.0,0.4,Tarjeta Crédito,Tienda Física,Temporada Regular,38
V001216,1,2025-04-24,C02188,Mujer,Turista,P0001,Pantalón Clásico,Pantalones,Pantalón,T014,Koaj La Estación,Ibagué,Tolima,KOAJ,2,139000.0,0.05,Efectivo,Tienda Física,Temporada Regular,34
V002744,2,2024-05-21,C02517,Hombre,Local,P0023,Camiseta Oversize,Camisetas,Camiseta,T029,Koaj Cosmocentro,Cali,Valle Del Cauca,KOAJ,1,77000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,L
V000624,1,2025-04-05,C01178,Hombre,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T035,Koaj Mayorca,Medellín,Antioquia,KOAJ,4,78000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V000600,3,2024-01-16,C02449,Mujer,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T024,Koaj La Quinta,Bucaramanga,Santander,KOAJ,3,206000.0,0.1,Efectivo,Tienda Física,Vacaciones,M
V002135,2,2024-05-13,C02643,Hombre,Local,P0012,Blusa,Blusas,Blusa,T011,Koaj Santa Fe,Medellín,Antioquia,KOAJ,4,115000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V002726,1,2025-10-26,C01455,Mujer,Local,P0023,Camiseta Oversize,Camisetas,Camiseta,T024,Koaj La Quinta,Bucaramanga,Santander,KOAJ,1,76000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V001147,1,2024-08-19,C00270,Mujer,Local,P0005,Falda,Faldas,Falda,T040,Koaj Andino,Bogotá,Bogotá D.C.,KOAJ,2,116000.0,0.15,Tarjeta Débito,Online,Temporada Regular,L
V001859,1,2024-03-08,C02458,Hombre,Local,P0022,Tenis Casuales,Calzado,Calzado,T037,Koaj Fundadores,Manizales,Caldas,KOAJ,4,200000.0,0.05,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V001648,1,2025-06-06,C00322,Hombre,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T031,Koaj Campanario,Popayán,Cauca,KOAJ,1,75000.0,0.05,Tarjeta Débito,Tienda Física,Día De La Madre,L
V001155,1,2024-07-03,C00661,Mujer,Turista,P0023,Camiseta Oversize,Camisetas,Camiseta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,76000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V001806,1,2025-06-26,C02477,Hombre,Local,P0014,Jogger,Pantalones,Pantalón,T011,Koaj Santa Fe,Medellín,Antioquia,KOAJ,1,135000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,28
V003566,2,2024-06-04,C02315,Hombre,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T040,Koaj Andino,Bogotá,Bogotá D.C.,KOAJ,4,140000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,34
V000126,2,2024-06-11,C01861,Hombre,Local,P0013,Bolso,Accesorios,Accesorio,T033,Koaj Parque Arboleda,Pereira,Risaralda,KOAJ,3,59000.0,0.0,Transferencia,Tienda Física,Black Friday,Xl
V003218,2,2023-12-18,C00557,Hombre,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T024,Koaj La Quinta,Bucaramanga,Santander,KOAJ,1,222000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V003210,2,2025-09-30,C00943,Mujer,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,75000.0,0.1,Efectivo,Tienda Física,Día De La Madre,M
V003714,2,2025-07-12,C02573,Mujer,Local,P0006,Cinturón,Accesorios,Accesorio,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,57000.0,0.0,Tarjeta Débito,Tienda Física,Día De La Madre,Xxl
V001357,1,2024-05-30,C02320,Hombre,Local,P0007,Gorra,Accesorios,Accesorio,T043,Koaj Victoria,Pereira,Risaralda,KOAJ,4,59000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V000570,1,2024-09-09,C01962,Hombre,Local,P0017,Vestido Casual,Vestidos,Vestido,T043,Koaj Victoria,Pereira,Risaralda,KOAJ,4,139000.0,0.15,Tarjeta Débito,Tienda Física,Black Friday,Xl
V000771,1,2023-08-09,C01492,Mujer,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T010,Koaj Terraplaza,Popayán,Cauca,KOAJ,1,213000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V000353,1,2025-12-15,C01232,Hombre,Turista,P0009,Camisa Casual,Camisas,Camisa,T024,Koaj La Quinta,Bucaramanga,Santander,KOAJ,1,128000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,Xl
V002933,1,2023-06-21,C02224,Mujer,Turista,P0018,Camiseta Básica,Camisetas,Camiseta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,75000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V001432,2,2024-12-12,C02011,Hombre,Local,P0011,Buzo Básico,Buzos,Buzo,T039,Koaj Alamedas,Montería,Córdoba,KOAJ,1,138000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,M
V003425,3,2025-03-29,C00311,Hombre,Local,P0006,Cinturón,Accesorios,Accesorio,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,54000.0,0.2,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V000119,1,2025-07-08,C02154,Mujer,Turista,P0018,Camiseta Básica,Camisetas,Camiseta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,73000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,Xxl
V001657,2,2023-10-15,C00154,Hombre,Local,P0007,Gorra,Accesorios,Accesorio,T038,Koaj Plaza Central,Bogotá,Bogotá D.C.,KOAJ,4,59000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,M
V001240,1,2023-06-11,C01636,Mujer,Local,P0010,Short,Shorts,Short,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,92000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,38
V002793,1,2023-08-02,C00319,Hombre,Local,P0013,Bolso,Accesorios,Accesorio,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,3,59000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V001666,3,2023-07-09,C01448,Hombre,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T043,Koaj Victoria,Pereira,Risaralda,KOAJ,4,78000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V002580,2,2025-05-01,C00904,Mujer,Turista,P0010,Short,Shorts,Short,T034,Koaj Viva Barranquilla,Barranquilla,Atlántico,KOAJ,1,91000.0,0.1,Efectivo,Tienda Física,Temporada Regular,30
V000452,2,2023-05-13,C02057,Hombre,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,144000.0,0.05,Tarjeta Crédito,Online,Temporada Regular,28
V000927,1,2024-09-11,C01264,Hombre,Local,P0017,Vestido Casual,Vestidos,Vestido,T039,Koaj Alamedas,Montería,Córdoba,KOAJ,2,148000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V001853,1,2023-07-06,C01708,Mujer,Local,P0004,Jean Skinny,Jeans,Pantalón,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,2,168000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,40
V000302,1,2025-01-19,C02635,Hombre,Local,P0005,Falda,Faldas,Falda,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,111000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V002796,1,2025-04-18,C00408,Hombre,Local,P0014,Jogger,Pantalones,Pantalón,T017,Koaj Titán Plaza,Bogotá,Bogotá D.C.,KOAJ,4,145000.0,0.1,Tarjeta Crédito,Tienda Física,Día De La Madre,34
V000330,1,2025-07-10,C01026,Mujer,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T013,Koaj Caracolí,Bucaramanga,Santander,KOAJ,2,76000.0,0.0,Transferencia,Tienda Física,Black Friday,Xxl
V002352,1,2023-09-03,C01344,Hombre,Local,P0021,Polo,Camisas,Polo,T032,Koaj La Castellana,Cartagena,Bolívar,KOAJ,4,126000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V000815,1,2023-05-09,C02177,Hombre,Local,P0012,Blusa,Blusas,Blusa,T020,Koaj Salitre Plaza,Bogotá,Bogotá D.C.,KOAJ,1,111000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V001851,2,2024-12-11,C01746,Mujer,Local,P0011,Buzo Básico,Buzos,Buzo,T015,Koaj Wajira,Riohacha,La Guajira,KOAJ,1,139000.0,0.0,Tarjeta Débito,Online,Temporada Regular,M
V000057,1,2024-08-07,C02111,Hombre,Local,P0013,Bolso,Accesorios,Accesorio,T039,Koaj Alamedas,Montería,Córdoba,KOAJ,4,57000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V002880,1,2024-11-11,C00628,Mujer,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T039,Koaj Alamedas,Montería,Córdoba,KOAJ,2,140000.0,0.0,Efectivo,Tienda Física,Temporada Regular,32
V002159,1,2023-10-14,C00236,Hombre,Local,P0005,Falda,Faldas,Falda,T016,Koaj Guacarí,Sincelejo,Sucre,KOAJ,1,114000.0,0.15,Efectivo,Tienda Física,Temporada Regular,L
V002931,1,2025-06-26,C01529,Hombre,Local,P0009,Camisa Casual,Camisas,Camisa,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,3,130000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V000598,2,2023-10-30,C01818,Mujer,Local,P0019,Top,Tops,Top,T034,Koaj Viva Barranquilla,Barranquilla,Atlántico,KOAJ,2,73000.0,0.4,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V002623,1,2024-12-13,C00689,Mujer,Local,P0008,Chaqueta Bomber,Chaquetas,Chaqueta,T025,Koaj El Tesoro,Medellín,Antioquia,KOAJ,1,225000.0,0.0,Tarjeta Débito,Online,Vacaciones,Xxl
V001779,3,2023-07-15,C02050,Mujer,Local,P0011,Buzo Básico,Buzos,Buzo,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,132000.0,0.1,Tarjeta Crédito,Online,Black Friday,Xl
V001239,1,2025-12-21,C01730,Hombre,Local,P0012,Blusa,Blusas,Blusa,T020,Koaj Salitre Plaza,Bogotá,Bogotá D.C.,KOAJ,1,111000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V002495,1,2025-02-26,C00759,Hombre,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T037,Koaj Fundadores,Manizales,Caldas,KOAJ,1,75000.0,0.1,Transferencia,Tienda Física,Temporada Regular,Xxl
V003669,2,2024-08-18,C01496,Mujer,Local,P0013,Bolso,Accesorios,Accesorio,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,2,56000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V000839,2,2023-08-15,C02090,Mujer,Local,P0005,Falda,Faldas,Falda,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,111000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V000038,1,2023-11-15,C02020,Hombre,Local,P0003,Jean Mom,Jeans,Pantalón,T037,Koaj Fundadores,Manizales,Caldas,KOAJ,1,175000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,30
V002766,1,2023-10-01,C00603,Hombre,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T005,Koaj Viva Sincelejo,Sincelejo,Sucre,KOAJ,1,211000.0,0.0,Efectivo,Online,Temporada Regular,S
V001729,1,2023-05-26,C01639,Mujer,Local,P0015,Jean Straight,Jeans,Pantalón,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,2,169000.0,0.1,Tarjeta Débito,Tienda Física,Temporada Regular,32
